timestamp,coin_name,symbol,price_usd,volume_24h
2022-01-23 02:51:59.822396448,NeuronCoin,NRC,0.995049758670379,724990.768259189
2024-02-11 16:24:43.229664592,NeuronCoin,NRC,1.00963897565999,745184.673603489
2023-04-07 23:13:41.320426408,NeuronCoin,NRC,0.994737081597584,807109.539859576
2022-04-11 03:05:28.542570851,NeuronCoin,NRC,1.0010767303135,894961.844001697
2023-07-16 10:01:31.729834600,NeuronCoin,NRC,1.00147354945955,742559.27846349
2023-12-27 00:20:09.624192488,NeuronCoin,NRC,1.09879962290562,711970.165527662
2024-08-03 13:45:34.110682208,NeuronCoin,NRC,0.989923633665421,819218.576827163
2023-05-27 11:06:28.447768952,NeuronCoin,NRC,0.984297314567858,834602.472189754
2022-11-10 03:42:16.970739416,NeuronCoin,NRC,1.00400627009405,671085.235351875
2023-01-02 10:30:54.325086500,NeuronCoin,NRC,0.99883163060538,910874.710744111
2024-04-07 02:43:55.972719456,NeuronCoin,NRC,1.00338778030544,923579.070340003
2024-12-15 11:52:03.926478528,NeuronCoin,NRC,0.996465134252082,941774.369549376
2022-04-15 09:03:34.924298486,NeuronCoin,NRC,1.01048135465724,716585.952869915
2024-04-29 18:12:48.543370864,NeuronCoin,NRC,0.987545061707143,955314.782203998
2022-04-05 07:16:43.916078322,NeuronCoin,NRC,-0.992016128737208,861064.155036488
2023-03-20 22:07:30.297005944,NeuronCoin,NRC,1.00631257057286,940590.918318452
2024-11-28 15:08:51.586631728,NeuronCoin,NRC,1.00619385526105,699897.689016297
2022-08-05 00:37:19.532790656,NeuronCoin,NRC,0.995548586702974,890288.628386308
2022-11-04 21:33:29.488189764,NeuronCoin,NRC,0.991602240533849,851301.935966281
2022-07-08 18:14:13.217064342,NeuronCoin,NRC,1.0048850553252,793282.277067038
2024-08-19 19:45:44.910898224,NeuronCoin,NRC,0.995752091759518,807529.737928348
2024-01-02 22:57:16.340726816,NeuronCoin,NRC,1.10386509702205,950955.490992416
2022-01-16 17:54:50.249804996,NeuronCoin,NRC,1.01333282952062,764105.78176724
2022-07-20 21:25:30.822616452,NeuronCoin,NRC,0.993336969904313,646726.401643475
2023-01-30 14:58:32.950259004,NeuronCoin,NRC,1.00745743251358,663062.796419253
2024-12-30 09:48:30.658213168,NeuronCoin,NRC,0.988548761267526,683229.99447254
2022-12-08 21:49:52.739854796,NeuronCoin,NRC,0.997493501491484,804055.027948282
2022-11-21 10:23:38.860377208,NeuronCoin,NRC,0.999666288163015,678895.139846879
2022-09-12 20:00:14.112282244,NeuronCoin,NRC,0.998642196143496,820886.759552976
2022-06-19 02:45:51.751035020,NeuronCoin,NRC,0.915853314496839,859129.650827193
2022-12-30 23:07:15.968719376,NeuronCoin,NRC,1.00388258133433,661831.277225752
2023-04-05 14:59:16.151123024,NeuronCoin,NRC,1.00952782390338,695807.486184315
2022-01-03 09:49:01.762835256,NeuronCoin,NRC,1.00283325618175,704363.299085006
2024-03-19 08:48:34.618292368,NeuronCoin,NRC,1.00378225485956,799837.859586765
2023-09-01 18:55:15.666313328,NeuronCoin,NRC,1.01373371986175,917947.745404126
2022-03-22 12:08:39.274385488,NeuronCoin,NRC,1.00143271811044,851649.303007906
2022-03-22 13:11:43.670073402,NeuronCoin,NRC,1.00915629934187,719608.425932236
2024-06-07 02:33:26.968139360,NeuronCoin,NRC,0.997852041805344,834742.399032486
2024-02-02 03:46:17.167543352,NeuronCoin,NRC,1.00129932698783,763095.310618206
2023-02-28 12:46:54.104282088,NeuronCoin,NRC,0.994282925803372,801350.011146453
